internship_id,title,company,skills,location,category,stipend,duration,education,description
1592,Associate Product Manager Intern,Spotify,"ASP.NET, Unit Testing, Version Control, Go, DevOps, Python, DSA",Noida,Healthcare,75253,8 months,Bachelor of Science,Blockchain Developer Intern: Participate in user research and help define next-gen features.
1593,User Experience PM Intern,Freshworks,"NLP, Django, DSA, Express, C++, Python, React",Vadodara,Automotive,34420,1 year,Undergraduate,Product Management Intern: Assist in designing delightful user journeys for education and tech.
1594,Data Science PM Intern,Udemy,"Java, DSA, Testing, Flask, JavaScript",Bangalore,B2B,36546,8 months,Diploma,Compliance PM Intern: Collaborate with top-tier mentors and develop PM skillset.
1595,Java Developer Intern,Netflix,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Vizag,Technology,92807,3 months,Integrated MSc,Developer Platform PM Intern: Assist in designing delightful user journeys for education and tech.
1596,B2B Product Manager Intern,Udemy,"PyTorch, Kanban, DSA, Ruby, MySQL, NLP, HTML, C",Ahmedabad,Technology,49032,5 months,Any Graduate,"Developer Platform PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
1597,Cybersecurity Intern,Razorpay,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Indore,SaaS,81442,8 months,Bachelor of Engineering,HR Product Manager Intern: Participate in user research and help define next-gen features.
1598,Travel Product Manager Intern,Infosys,"Redis, Mocha, DSA, Bootstrap, C, C++",Jaipur,Technology,21949,8 months,Undergraduate,API Product Manager Intern: Assist in designing delightful user journeys for education and tech.
1599,AR/VR Developer Intern,Accenture,"Unity, Unreal Engine, C#, Oculus SDK",Hyderabad,Media,83750,6 months,Bachelor of Science,Government PM Intern: Drive initiatives and contribute to roadmap decisions.
1600,DevOps Intern,EY,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Chennai,SaaS,34768,6 months,MCA,User Experience PM Intern: Build scalable products and solve complex technical challenges.
1601,Platform Strategy Product Intern,SAP,"Numerical Methods, DSA, Teamwork, JavaScript, Azure, Ruby, MongoDB",Noida,Internet,46448,5 months,BA,Government PM Intern: Present findings to senior stakeholders and PM leadership.
1602,User Experience PM Intern,L&T,"C, Integration Testing, DSA, DSA, OOP, Node.js, CSS",Pune,Entertainment,14241,1 year,B. Tech,"Backend Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
1603,Travel Product Manager Intern,L&T,"Jest, Teamwork, GitHub, Java, DSA",Indore,Logistics,66938,1 year,PGDM,Digital Product Intern: Gain experience working with AI and cutting-edge tech teams.
1604,Consulting Product Manager Intern,Jio,"DSA, Django, TypeScript, Java, Shell Scripting",Mysore,Logistics,19588,1 year,MBA,"Strategy Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
1605,UI/UX Designer Intern,Jio,"Figma, Adobe XD, Wireframing, Prototyping, HTML, CSS, Communication",Coimbatore,Media,71777,2 months,PhD,"Communication PM Intern: Immerse in a collaborative, diverse and learning environment."
1606,API Product Manager Intern,Coursera,"Kanban, DSA, Go, Version Control, Java, Kotlin",Chennai,Hospitality,75462,2 months,Bachelor of Engineering,"Compliance PM Intern: Immerse in a collaborative, diverse and learning environment."
1607,Blockchain Developer Intern,Udemy,"Ethereum, Solidity, Smart Contracts, Git",Delhi,Consumer Tech,46551,12 weeks,Diploma,Consulting Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
1608,Web Developer Intern,Reliance,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Pune,Automotive,12948,8 months,Any Graduate,SEO/SEM Product Manager Intern: Present findings to senior stakeholders and PM leadership.
1609,Angular Developer Intern,PwC,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Vizag,Consulting,93511,12 weeks,Any Graduate,"Learning Data Analyst Intern: Learn business strategy, user empathy, and agile execution."
1610,Angular Developer Intern,Tech Mahindra,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Hyderabad,Healthcare,89726,8 months,Bachelor of Science,Backend Developer Intern: Present findings to senior stakeholders and PM leadership.
1611,Cybersecurity Intern,Paytm,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Vadodara,Logistics,54339,1 year,M.Tech,Game Developer Intern: Drive initiatives and contribute to roadmap decisions.
1612,Growth Product Manager Intern,Udemy,"Data Structures, Java, Algorithms, TypeScript, DevOps, Numpy, PyTorch, DSA",Mysore,Hospitality,71844,8 months,Any Graduate,Salesforce Developer Intern: Gain experience working with AI and cutting-edge tech teams.
1613,Associate Product Manager Intern,Johnson Controls,"Python, Kanban, Jest, R, Problem Solving, DSA, JavaScript",Hyderabad,Data Science,53592,6 months,BBA,EdTech Content Intern: Collaborate with top-tier mentors and develop PM skillset.
1614,Solution PM Intern,Paytm,"TypeScript, Teamwork, JavaScript, TensorFlow, Keras, DSA, NLP, Scrum",Vizag,Entertainment,65456,3 months,PhD,B2B Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
1615,Full Stack Developer Intern,KPMG,"JavaScript, Node.js, React, HTML, CSS, Express, MongoDB, SQL, DSA, Git",Chennai,Data Science,26097,1 year,Post Graduate,Data Product Manager Intern: Build scalable products and solve complex technical challenges.
1616,Associate Product Manager Intern,Johnson Controls,"DSA, Java, MATLAB, Flask, PostgreSQL, Machine Learning, NLP",Jaipur,Logistics,23228,4 months,Any Postgraduate,API Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
1617,Data Science PM Intern,Meta,"Python, DSA, HTML, AWS, Sass, GCP, Scrum",Vadodara,Internet,36307,6 months,BBA,Product Management Intern: Work on live projects and impact thousands of users.
1618,Mobile Product Manager Intern,Tata,"Unit Testing, JavaScript, Tailwind CSS, Microservices, MATLAB, Kotlin, Python, DSA",Jaipur,Logistics,88273,12 weeks,BA,React Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
1619,EdTech Product Manager Intern,Zomato,"SQL, CI/CD, Testing, TensorFlow, Python, Version Control, DSA, Integration Testing",Vizag,Hospitality,82783,1 year,BBA,QA Engineer Intern: Drive initiatives and contribute to roadmap decisions.
1620,Full Stack Developer Intern,Chegg,"JavaScript, Node.js, React, HTML, CSS, Express, MongoDB, SQL, DSA, Git",Lucknow,EdTech,78740,4 months,Integrated MSc,Developer Platform PM Intern: Present findings to senior stakeholders and PM leadership.
1621,Backend Developer Intern,Dell,"Java, Python, Node.js, Express, SQL, MongoDB, REST APIs, DSA, OOP, Git",Vadodara,Internet,24431,1 year,B. Tech,Consumer Product Manager Intern: Present findings to senior stakeholders and PM leadership.
1622,B2B Product Manager Intern,Dell,"DSA, AWS, Deep Learning, REST APIs, C++",Chennai,Entertainment,29621,4 months,BBA,Communication PM Intern: Participate in user research and help define next-gen features.
1623,Associate Product Manager Intern,Meesho,"DSA, Java, Spring Boot, CSS, NLP",Vadodara,Media,75050,1 year,Post Graduate,Virtual Classroom PM Intern: Collaborate with top-tier mentors and develop PM skillset.
1624,Education Product Manager Intern,Udemy,"EdTech, Curriculum, Roadmap, Communication",Kolkata,Logistics,82897,3 months,BA,"Network Engineer Intern: Learn business strategy, user empathy, and agile execution."
1625,Backend Developer Intern,L&T,"Java, Python, Node.js, Express, SQL, MongoDB, REST APIs, DSA, OOP, Git",Ahmedabad,Hospitality,85299,4 months,PGDM,Travel Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
1626,Platform Product Intern,Salesforce,"C++, Microservices, Kanban, PyTorch, Spring Boot, DSA",Kolkata,Entertainment,48044,1 year,Bachelor of Engineering,Travel Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
1627,QA Engineer Intern,EY,"Manual Testing, Selenium, Regression, JIRA, Git",Hyderabad,FinTech,19517,4 months,PhD,Project Coordinator (PM): Drive initiatives and contribute to roadmap decisions.
1628,API Product Manager Intern,Deloitte,"AWS, Keras, Ruby, DSA, Integration Testing, C++",Indore,Healthcare,66052,4 months,Diploma,Associate Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
1629,Associate Product Manager Intern,Reliance,"Node.js, HTML, C++, Algorithms, DSA",Vadodara,Entertainment,55710,5 months,Any Postgraduate,Learning Experience Designer Intern: Work on live projects and impact thousands of users.
1630,Frontend Developer Intern,Netflix,"HTML, CSS, JavaScript, React, Redux, Responsive Design, DSA, Git",Chennai,Internet,46504,5 months,MCA,Fintech PM Intern: Collaborate with top-tier mentors and develop PM skillset.
1631,Associate Product Manager Intern,Spotify,"Jest, DSA, Agile, C, PostgreSQL",Mysore,Automotive,40251,6 months,Post Graduate,AI Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
1632,ML Intern,Uber,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Vadodara,Media,39824,4 months,Bachelor of Engineering,Digital Product Intern: Gain experience working with AI and cutting-edge tech teams.
1633,Healthcare PM Intern,Testbook,"Angular, C, PostgreSQL, Unit Testing, DSA",Mumbai,Entertainment,20985,3 months,PGDM,Digital Product Intern: Build scalable products and solve complex technical challenges.
1634,Academic Research PM Intern,Wipro,"Education Research, Data Analysis, Paper Writing",Nagpur,Automotive,52908,6 months,Any Postgraduate,"Business Analyst PM Intern: Immerse in a collaborative, diverse and learning environment."
1635,QA Engineer Intern,Reliance,"Manual Testing, Selenium, Regression, JIRA, Git",Bhopal,Data Science,30754,12 weeks,PGDM,Business Analyst PM Intern: Build scalable products and solve complex technical challenges.
1636,Database Admin Intern,WhiteHat Jr,"MySQL, MongoDB, SQL, Backup, Replication, Git",Mumbai,Data Science,61902,2 months,PhD,Marketing Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
1637,AI Research Intern,L&T,"Python, Deep Learning, NLP, TensorFlow, PyTorch, Git",Bhopal,Consumer Tech,77676,1 year,Any Postgraduate,Angular Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
1638,Payments Product Manager Intern,Vedantu,"Linux, Microservices, Integration Testing, DSA, Mocha, Java",Chandigarh,Automotive,79279,4 months,Integrated MSc,Testing Intern: Build scalable products and solve complex technical challenges.
1639,Platform PM Intern,Wipro,"C, Redis, Spring Boot, Object-Oriented Programming, GCP, MongoDB, Testing, DSA",Chandigarh,Consulting,62789,1 year,Bachelor of Engineering,Technical Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
1640,React Developer Intern,Freshworks,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Delhi,Technology,91256,1 year,PGDM,Java Developer Intern: Present findings to senior stakeholders and PM leadership.
1641,B2B Product Manager Intern,Dream11,"GraphQL, JavaScript, DevOps, Vue.js, DSA",Indore,Media,54766,8 months,Undergraduate,Consumer Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
1642,QA Engineer Intern,Oracle,"Manual Testing, Selenium, Regression, JIRA, Git",Bangalore,Logistics,93452,12 weeks,Any Postgraduate,Strategy Product Manager Intern: Participate in user research and help define next-gen features.
1643,Marketplace Product Intern,Testbook,"C, Go, React, DSA, Microservices, Spring Boot, Ruby",Indore,E-Commerce,56136,3 months,MCA,Marketplace Product Intern: Present findings to senior stakeholders and PM leadership.
1644,Data Product Manager Intern,Netflix,"JavaScript, Git, Scrum, DSA, PyTorch, Numerical Methods, Teamwork, GitHub",Vizag,B2B,38956,12 weeks,Bachelor of Science,Instructional Designer Intern: Assist in designing delightful user journeys for education and tech.
1645,Education Product Manager Intern,TCS,"EdTech, Curriculum, Roadmap, Communication",Delhi,Data Science,36824,2 months,M.Tech,Data Product Manager Intern: Present findings to senior stakeholders and PM leadership.
1646,Vue.js Developer Intern,Adobe,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Coimbatore,Education,32118,6 months,Post Graduate,School Product Manager Intern: Present findings to senior stakeholders and PM leadership.
1647,API Product Manager Intern,Meta,"Scikit-learn, Java, Data Structures, DSA, Integration Testing",Chennai,E-Commerce,79919,8 months,Post Graduate,Virtual Classroom PM Intern: Assist in designing delightful user journeys for education and tech.
1648,Consulting Product Manager Intern,Intel,"Pandas, C++, Vue.js, Communication, Jenkins, DSA, Node.js",Lucknow,Healthcare,21458,5 months,B. Tech,"Platform Product Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
1649,Digital Product Intern,Infosys,"JavaScript, GCP, Jest, DSA, SQL, ASP.NET, OpenCV",Delhi,Hospitality,18726,3 months,BCA,Business Analyst PM Intern: Present findings to senior stakeholders and PM leadership.
1650,Instructional Designer Intern,Paytm,"Course Creation, Educational Design, Assessment, Communication",Coimbatore,Technology,54941,3 months,Any Postgraduate,Gaming Product Manager Intern: Build scalable products and solve complex technical challenges.
1651,EdTech Content Intern,Edureka,"Content Creation, Video Recording, Curriculum Design, Communication",Nagpur,Consulting,86777,6 months,BCA,Network Engineer Intern: Participate in user research and help define next-gen features.
1652,AI Product Manager Intern,Unacademy,"Go, Ruby, Shell Scripting, Problem Solving, C++, Communication, DSA",Noida,Consumer Tech,57671,12 weeks,Any Graduate,Learning Experience Designer Intern: Present findings to senior stakeholders and PM leadership.
1653,ML Intern,Zomato,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Nagpur,Automotive,15836,2 months,Any Postgraduate,Strategy Product Manager Intern: Assist in designing delightful user journeys for education and tech.
1654,Marketing Product Manager Intern,BYJU’S,"Kubernetes, Java, Bootstrap, HTML, MongoDB, Selenium, DSA, Object-Oriented Programming",Coimbatore,Consumer Tech,14775,5 months,BBA,Compliance PM Intern: Collaborate with top-tier mentors and develop PM skillset.
1655,QA Engineer Intern,Chegg,"Manual Testing, Selenium, Regression, JIRA, Git",Bangalore,Entertainment,25142,6 months,BBA,EdTech Platform Intern: Assist in designing delightful user journeys for education and tech.
1656,API Product Manager Intern,KPMG,"C++, Testing, DSA, Communication, Jest, NLP",Vizag,Consumer Tech,52552,8 months,PGDM,AI Research Intern: Drive initiatives and contribute to roadmap decisions.
1657,SEO/SEM Product Manager Intern,LinkedIn,"CSS, PyTorch, DSA, Spring Boot, Version Control, Tailwind CSS, C++, MATLAB",Jaipur,B2B,11858,6 months,PGDM,"Associate Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
1658,Android Developer Intern,Cognizant,"Android, Java, Kotlin, XML, SQLite, DSA",Coimbatore,Data Science,61989,2 months,Any Graduate,Platform Product Intern: Gain experience working with AI and cutting-edge tech teams.
1659,Python Developer Intern,Bharti Airtel,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Gurugram,Consulting,74370,3 months,Undergraduate,Business Analyst PM Intern: Collaborate with top-tier mentors and develop PM skillset.
